"TrackId","CustomerId","InvoiceDate","BillingCity","BillingCountry","Total_Fra","Quantity","UnitPrice"
298,52,"2009-02-06 00:00:00",London,United Kingdom,8.91,1,0.99
304,52,"2009-02-06 00:00:00",London,United Kingdom,8.91,1,0.99
310,52,"2009-02-06 00:00:00",London,United Kingdom,8.91,1,0.99
316,52,"2009-02-06 00:00:00",London,United Kingdom,8.91,1,0.99
322,52,"2009-02-06 00:00:00",London,United Kingdom,8.91,1,0.99
331,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
340,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
349,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
358,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
367,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
376,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
385,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
394,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
403,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
412,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
421,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
430,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
439,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
448,2,"2009-02-11 00:00:00",Stuttgart,Germany,13.86,1,0.99
462,16,"2009-02-19 00:00:00",Mountain View,USA,0.99,1,0.99
463,17,"2009-03-04 00:00:00",Redmond,USA,1.98,1,0.99
464,17,"2009-03-04 00:00:00",Redmond,USA,1.98,1,0.99
466,19,"2009-03-04 00:00:00",Cupertino,USA,1.98,1,0.99
468,19,"2009-03-04 00:00:00",Cupertino,USA,1.98,1,0.99
470,21,"2009-03-05 00:00:00",Reno,USA,3.96,1,0.99
472,21,"2009-03-05 00:00:00",Reno,USA,3.96,1,0.99
474,21,"2009-03-05 00:00:00",Reno,USA,3.96,1,0.99
476,21,"2009-03-05 00:00:00",Reno,USA,3.96,1,0.99
480,25,"2009-03-06 00:00:00",Madison,USA,5.94,1,0.99
484,25,"2009-03-06 00:00:00",Madison,USA,5.94,1,0.99
488,25,"2009-03-06 00:00:00",Madison,USA,5.94,1,0.99
492,25,"2009-03-06 00:00:00",Madison,USA,5.94,1,0.99
496,25,"2009-03-06 00:00:00",Madison,USA,5.94,1,0.99
500,25,"2009-03-06 00:00:00",Madison,USA,5.94,1,0.99
506,31,"2009-03-09 00:00:00",Halifax,Canada,8.91,1,0.99
512,31,"2009-03-09 00:00:00",Halifax,Canada,8.91,1,0.99
518,31,"2009-03-09 00:00:00",Halifax,Canada,8.91,1,0.99
524,31,"2009-03-09 00:00:00",Halifax,Canada,8.91,1,0.99
530,31,"2009-03-09 00:00:00",Halifax,Canada,8.91,1,0.99
536,31,"2009-03-09 00:00:00",Halifax,Canada,8.91,1,0.99
542,31,"2009-03-09 00:00:00",Halifax,Canada,8.91,1,0.99
548,31,"2009-03-09 00:00:00",Halifax,Canada,8.91,1,0.99
554,31,"2009-03-09 00:00:00",Halifax,Canada,8.91,1,0.99
563,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
572,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
581,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
590,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
599,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
608,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
617,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
626,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
635,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
644,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
653,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
662,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
671,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
680,40,"2009-03-14 00:00:00",Paris,France,13.86,1,0.99
694,54,"2009-03-22 00:00:00",Edinburgh ,United Kingdom,0.99,1,0.99
695,55,"2009-04-04 00:00:00",Sidney,Australia,1.98,1,0.99
696,55,"2009-04-04 00:00:00",Sidney,Australia,1.98,1,0.99
698,57,"2009-04-04 00:00:00",Santiago,Chile,1.98,1,0.99
700,57,"2009-04-04 00:00:00",Santiago,Chile,1.98,1,0.99
702,59,"2009-04-05 00:00:00",Bangalore,India,3.96,1,0.99
704,59,"2009-04-05 00:00:00",Bangalore,India,3.96,1,0.99
706,59,"2009-04-05 00:00:00",Bangalore,India,3.96,1,0.99
708,59,"2009-04-05 00:00:00",Bangalore,India,3.96,1,0.99
712,4,"2009-04-06 00:00:00",Oslo,Norway,5.94,1,0.99
716,4,"2009-04-06 00:00:00",Oslo,Norway,5.94,1,0.99
720,4,"2009-04-06 00:00:00",Oslo,Norway,5.94,1,0.99
724,4,"2009-04-06 00:00:00",Oslo,Norway,5.94,1,0.99
728,4,"2009-04-06 00:00:00",Oslo,Norway,5.94,1,0.99
732,4,"2009-04-06 00:00:00",Oslo,Norway,5.94,1,0.99
738,10,"2009-04-09 00:00:00",São Paulo,Brazil,8.91,1,0.99
744,10,"2009-04-09 00:00:00",São Paulo,Brazil,8.91,1,0.99
750,10,"2009-04-09 00:00:00",São Paulo,Brazil,8.91,1,0.99
756,10,"2009-04-09 00:00:00",São Paulo,Brazil,8.91,1,0.99
762,10,"2009-04-09 00:00:00",São Paulo,Brazil,8.91,1,0.99
768,10,"2009-04-09 00:00:00",São Paulo,Brazil,8.91,1,0.99
774,10,"2009-04-09 00:00:00",São Paulo,Brazil,8.91,1,0.99
780,10,"2009-04-09 00:00:00",São Paulo,Brazil,8.91,1,0.99
786,10,"2009-04-09 00:00:00",São Paulo,Brazil,8.91,1,0.99
795,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
804,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
813,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
822,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
831,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
840,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
849,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
858,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
867,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
876,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
885,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
894,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
903,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
912,19,"2009-04-14 00:00:00",Cupertino,USA,13.86,1,0.99
926,33,"2009-04-22 00:00:00",Yellowknife,Canada,0.99,1,0.99
927,34,"2009-05-05 00:00:00",Lisbon,Portugal,1.98,1,0.99
928,34,"2009-05-05 00:00:00",Lisbon,Portugal,1.98,1,0.99
930,36,"2009-05-05 00:00:00",Berlin,Germany,1.98,1,0.99
932,36,"2009-05-05 00:00:00",Berlin,Germany,1.98,1,0.99
934,38,"2009-05-06 00:00:00",Berlin,Germany,3.96,1,0.99
936,38,"2009-05-06 00:00:00",Berlin,Germany,3.96,1,0.99
938,38,"2009-05-06 00:00:00",Berlin,Germany,3.96,1,0.99
940,38,"2009-05-06 00:00:00",Berlin,Germany,3.96,1,0.99
944,42,"2009-05-07 00:00:00",Bordeaux,France,5.94,1,0.99
948,42,"2009-05-07 00:00:00",Bordeaux,France,5.94,1,0.99
952,42,"2009-05-07 00:00:00",Bordeaux,France,5.94,1,0.99
956,42,"2009-05-07 00:00:00",Bordeaux,France,5.94,1,0.99
960,42,"2009-05-07 00:00:00",Bordeaux,France,5.94,1,0.99
964,42,"2009-05-07 00:00:00",Bordeaux,France,5.94,1,0.99
970,48,"2009-05-10 00:00:00",Amsterdam,Netherlands,8.91,1,0.99
976,48,"2009-05-10 00:00:00",Amsterdam,Netherlands,8.91,1,0.99
982,48,"2009-05-10 00:00:00",Amsterdam,Netherlands,8.91,1,0.99
988,48,"2009-05-10 00:00:00",Amsterdam,Netherlands,8.91,1,0.99
994,48,"2009-05-10 00:00:00",Amsterdam,Netherlands,8.91,1,0.99
1000,48,"2009-05-10 00:00:00",Amsterdam,Netherlands,8.91,1,0.99
1006,48,"2009-05-10 00:00:00",Amsterdam,Netherlands,8.91,1,0.99
1012,48,"2009-05-10 00:00:00",Amsterdam,Netherlands,8.91,1,0.99
1018,48,"2009-05-10 00:00:00",Amsterdam,Netherlands,8.91,1,0.99
1027,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1036,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1045,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1054,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1063,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1072,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1081,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1090,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1099,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1108,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1117,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1126,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1135,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1144,57,"2009-05-15 00:00:00",Santiago,Chile,13.86,1,0.99
1158,12,"2009-05-23 00:00:00",Rio de Janeiro,Brazil,0.99,1,0.99
1159,13,"2009-06-05 00:00:00",Brasília,Brazil,1.98,1,0.99
1160,13,"2009-06-05 00:00:00",Brasília,Brazil,1.98,1,0.99
1162,15,"2009-06-05 00:00:00",Vancouver,Canada,1.98,1,0.99
1164,15,"2009-06-05 00:00:00",Vancouver,Canada,1.98,1,0.99
1166,17,"2009-06-06 00:00:00",Redmond,USA,3.96,1,0.99
1168,17,"2009-06-06 00:00:00",Redmond,USA,3.96,1,0.99
1170,17,"2009-06-06 00:00:00",Redmond,USA,3.96,1,0.99
1172,17,"2009-06-06 00:00:00",Redmond,USA,3.96,1,0.99
1176,21,"2009-06-07 00:00:00",Reno,USA,5.94,1,0.99
1180,21,"2009-06-07 00:00:00",Reno,USA,5.94,1,0.99
1184,21,"2009-06-07 00:00:00",Reno,USA,5.94,1,0.99
1188,21,"2009-06-07 00:00:00",Reno,USA,5.94,1,0.99
1192,21,"2009-06-07 00:00:00",Reno,USA,5.94,1,0.99
1196,21,"2009-06-07 00:00:00",Reno,USA,5.94,1,0.99
1202,27,"2009-06-10 00:00:00",Tucson,USA,8.91,1,0.99
1208,27,"2009-06-10 00:00:00",Tucson,USA,8.91,1,0.99
1214,27,"2009-06-10 00:00:00",Tucson,USA,8.91,1,0.99
1220,27,"2009-06-10 00:00:00",Tucson,USA,8.91,1,0.99
1226,27,"2009-06-10 00:00:00",Tucson,USA,8.91,1,0.99
1232,27,"2009-06-10 00:00:00",Tucson,USA,8.91,1,0.99
1238,27,"2009-06-10 00:00:00",Tucson,USA,8.91,1,0.99
1244,27,"2009-06-10 00:00:00",Tucson,USA,8.91,1,0.99
1250,27,"2009-06-10 00:00:00",Tucson,USA,8.91,1,0.99
1259,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1268,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1277,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1286,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1295,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1304,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1313,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1322,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1331,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1340,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1349,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1358,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1367,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1376,36,"2009-06-15 00:00:00",Berlin,Germany,13.86,1,0.99
1390,50,"2009-06-23 00:00:00",Madrid,Spain,0.99,1,0.99
1391,51,"2009-07-06 00:00:00",Stockholm,Sweden,1.98,1,0.99
1392,51,"2009-07-06 00:00:00",Stockholm,Sweden,1.98,1,0.99
1394,53,"2009-07-06 00:00:00",London,United Kingdom,1.98,1,0.99
1396,53,"2009-07-06 00:00:00",London,United Kingdom,1.98,1,0.99
1398,55,"2009-07-07 00:00:00",Sidney,Australia,3.96,1,0.99
1400,55,"2009-07-07 00:00:00",Sidney,Australia,3.96,1,0.99
1402,55,"2009-07-07 00:00:00",Sidney,Australia,3.96,1,0.99
1404,55,"2009-07-07 00:00:00",Sidney,Australia,3.96,1,0.99
1408,59,"2009-07-08 00:00:00",Bangalore,India,5.94,1,0.99
1412,59,"2009-07-08 00:00:00",Bangalore,India,5.94,1,0.99
1416,59,"2009-07-08 00:00:00",Bangalore,India,5.94,1,0.99
1420,59,"2009-07-08 00:00:00",Bangalore,India,5.94,1,0.99
1424,59,"2009-07-08 00:00:00",Bangalore,India,5.94,1,0.99
1428,59,"2009-07-08 00:00:00",Bangalore,India,5.94,1,0.99
1434,6,"2009-07-11 00:00:00",Prague,Czech Republic,8.91,1,0.99
1440,6,"2009-07-11 00:00:00",Prague,Czech Republic,8.91,1,0.99
1446,6,"2009-07-11 00:00:00",Prague,Czech Republic,8.91,1,0.99
1452,6,"2009-07-11 00:00:00",Prague,Czech Republic,8.91,1,0.99
1458,6,"2009-07-11 00:00:00",Prague,Czech Republic,8.91,1,0.99
1464,6,"2009-07-11 00:00:00",Prague,Czech Republic,8.91,1,0.99
1470,6,"2009-07-11 00:00:00",Prague,Czech Republic,8.91,1,0.99
1476,6,"2009-07-11 00:00:00",Prague,Czech Republic,8.91,1,0.99
1482,6,"2009-07-11 00:00:00",Prague,Czech Republic,8.91,1,0.99
1491,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1500,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1509,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1518,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1527,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1536,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1545,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1554,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1563,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1572,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1581,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1590,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1599,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1608,15,"2009-07-16 00:00:00",Vancouver,Canada,13.86,1,0.99
1622,29,"2009-07-24 00:00:00",Toronto,Canada,0.99,1,0.99
1623,30,"2009-08-06 00:00:00",Ottawa,Canada,1.98,1,0.99
1624,30,"2009-08-06 00:00:00",Ottawa,Canada,1.98,1,0.99
1626,32,"2009-08-06 00:00:00",Winnipeg,Canada,1.98,1,0.99
1628,32,"2009-08-06 00:00:00",Winnipeg,Canada,1.98,1,0.99
1630,34,"2009-08-07 00:00:00",Lisbon,Portugal,3.96,1,0.99
1632,34,"2009-08-07 00:00:00",Lisbon,Portugal,3.96,1,0.99
1634,34,"2009-08-07 00:00:00",Lisbon,Portugal,3.96,1,0.99
1636,34,"2009-08-07 00:00:00",Lisbon,Portugal,3.96,1,0.99
1640,38,"2009-08-08 00:00:00",Berlin,Germany,5.94,1,0.99
1644,38,"2009-08-08 00:00:00",Berlin,Germany,5.94,1,0.99
1648,38,"2009-08-08 00:00:00",Berlin,Germany,5.94,1,0.99
1652,38,"2009-08-08 00:00:00",Berlin,Germany,5.94,1,0.99
1656,38,"2009-08-08 00:00:00",Berlin,Germany,5.94,1,0.99
1660,38,"2009-08-08 00:00:00",Berlin,Germany,5.94,1,0.99
1666,44,"2009-08-11 00:00:00",Helsinki,Finland,8.91,1,0.99
1672,44,"2009-08-11 00:00:00",Helsinki,Finland,8.91,1,0.99
1678,44,"2009-08-11 00:00:00",Helsinki,Finland,8.91,1,0.99
1684,44,"2009-08-11 00:00:00",Helsinki,Finland,8.91,1,0.99
1690,44,"2009-08-11 00:00:00",Helsinki,Finland,8.91,1,0.99
1696,44,"2009-08-11 00:00:00",Helsinki,Finland,8.91,1,0.99
1702,44,"2009-08-11 00:00:00",Helsinki,Finland,8.91,1,0.99
1708,44,"2009-08-11 00:00:00",Helsinki,Finland,8.91,1,0.99
1714,44,"2009-08-11 00:00:00",Helsinki,Finland,8.91,1,0.99
1723,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1732,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1741,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1750,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1759,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1768,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1777,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1786,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1795,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1804,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1813,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1822,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1831,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1840,53,"2009-08-16 00:00:00",London,United Kingdom,13.86,1,0.99
1854,8,"2009-08-24 00:00:00",Brussels,Belgium,0.99,1,0.99
1855,9,"2009-09-06 00:00:00",Copenhagen,Denmark,1.98,1,0.99
1856,9,"2009-09-06 00:00:00",Copenhagen,Denmark,1.98,1,0.99
1858,11,"2009-09-06 00:00:00",São Paulo,Brazil,1.98,1,0.99
1860,11,"2009-09-06 00:00:00",São Paulo,Brazil,1.98,1,0.99
1862,13,"2009-09-07 00:00:00",Brasília,Brazil,3.96,1,0.99
1864,13,"2009-09-07 00:00:00",Brasília,Brazil,3.96,1,0.99
1866,13,"2009-09-07 00:00:00",Brasília,Brazil,3.96,1,0.99
1868,13,"2009-09-07 00:00:00",Brasília,Brazil,3.96,1,0.99
1872,17,"2009-09-08 00:00:00",Redmond,USA,5.94,1,0.99
1876,17,"2009-09-08 00:00:00",Redmond,USA,5.94,1,0.99
1880,17,"2009-09-08 00:00:00",Redmond,USA,5.94,1,0.99
1884,17,"2009-09-08 00:00:00",Redmond,USA,5.94,1,0.99
1888,17,"2009-09-08 00:00:00",Redmond,USA,5.94,1,0.99
1892,17,"2009-09-08 00:00:00",Redmond,USA,5.94,1,0.99
1898,23,"2009-09-11 00:00:00",Boston,USA,8.91,1,0.99
1904,23,"2009-09-11 00:00:00",Boston,USA,8.91,1,0.99
1910,23,"2009-09-11 00:00:00",Boston,USA,8.91,1,0.99
1916,23,"2009-09-11 00:00:00",Boston,USA,8.91,1,0.99
1922,23,"2009-09-11 00:00:00",Boston,USA,8.91,1,0.99
1928,23,"2009-09-11 00:00:00",Boston,USA,8.91,1,0.99
1934,23,"2009-09-11 00:00:00",Boston,USA,8.91,1,0.99
1940,23,"2009-09-11 00:00:00",Boston,USA,8.91,1,0.99
1946,23,"2009-09-11 00:00:00",Boston,USA,8.91,1,0.99
1955,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
1964,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
1973,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
1982,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
1991,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
2000,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
2009,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
2018,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
2027,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
2036,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
2045,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
2054,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
2063,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
2072,32,"2009-09-16 00:00:00",Winnipeg,Canada,13.86,1,0.99
2086,46,"2009-09-24 00:00:00",Dublin,Ireland,0.99,1,0.99
2087,47,"2009-10-07 00:00:00",Rome,Italy,1.98,1,0.99
2088,47,"2009-10-07 00:00:00",Rome,Italy,1.98,1,0.99
2090,49,"2009-10-07 00:00:00",Warsaw,Poland,1.98,1,0.99
2092,49,"2009-10-07 00:00:00",Warsaw,Poland,1.98,1,0.99
2094,51,"2009-10-08 00:00:00",Stockholm,Sweden,3.96,1,0.99
2096,51,"2009-10-08 00:00:00",Stockholm,Sweden,3.96,1,0.99
2098,51,"2009-10-08 00:00:00",Stockholm,Sweden,3.96,1,0.99
2100,51,"2009-10-08 00:00:00",Stockholm,Sweden,3.96,1,0.99
2104,55,"2009-10-09 00:00:00",Sidney,Australia,5.94,1,0.99
2108,55,"2009-10-09 00:00:00",Sidney,Australia,5.94,1,0.99
2112,55,"2009-10-09 00:00:00",Sidney,Australia,5.94,1,0.99
2116,55,"2009-10-09 00:00:00",Sidney,Australia,5.94,1,0.99
2120,55,"2009-10-09 00:00:00",Sidney,Australia,5.94,1,0.99
2124,55,"2009-10-09 00:00:00",Sidney,Australia,5.94,1,0.99
2130,2,"2009-10-12 00:00:00",Stuttgart,Germany,8.91,1,0.99
2136,2,"2009-10-12 00:00:00",Stuttgart,Germany,8.91,1,0.99
2142,2,"2009-10-12 00:00:00",Stuttgart,Germany,8.91,1,0.99
2148,2,"2009-10-12 00:00:00",Stuttgart,Germany,8.91,1,0.99
2154,2,"2009-10-12 00:00:00",Stuttgart,Germany,8.91,1,0.99
2160,2,"2009-10-12 00:00:00",Stuttgart,Germany,8.91,1,0.99
2166,2,"2009-10-12 00:00:00",Stuttgart,Germany,8.91,1,0.99
2172,2,"2009-10-12 00:00:00",Stuttgart,Germany,8.91,1,0.99
2178,2,"2009-10-12 00:00:00",Stuttgart,Germany,8.91,1,0.99
2187,11,"2009-10-17 00:00:00",São Paulo,Brazil,13.86,1,0.99
2196,11,"2009-10-17 00:00:00",São Paulo,Brazil,13.86,1,0.99
2205,11,"2009-10-17 00:00:00",São Paulo,Brazil,13.86,1,0.99
2214,11,"2009-10-17 00:00:00",São Paulo,Brazil,13.86,1,0.99
